Name,Platform,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Dying Light,PS4,2015,630000.0,660000.0,110000.0,260000.0
Heavenly Sword,PS3,2007,570000.0,730000.0,60000.0,300000.0
SSX,PS2,2000,780000.0,610000.0,60000.0,200000.0
Max Payne 3,X360,2012,860000.0,640000.0,10000.0,140000.0
Need for Speed Carbon,X360,2006,760000.0,700000.0,20000.0,180000.0
NBA Live 2003,PS2,2002,1250000.0,150000.0,30000.0,220000.0
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,960000.0,120000.0,540000.0,40000.0
Mario Party 6,GC,2004,900000.0,110000.0,600000.0,50000.0
Super Scope 6,SNES,1991,1060000.0,380000.0,150000.0,50000.0
Go Vacation,Wii,2011,480000.0,680000.0,330000.0,160000.0
Army of Two,X360,2008,1090000.0,380000.0,20000.0,160000.0
Kirby & the Amazing Mirror,GBA,2004,800000.0,50000.0,760000.0,30000.0
Ghosts 'n Goblins,NES,1986,740000.0,260000.0,610000.0,30000.0
Until Dawn,PS4,2015,440000.0,890000.0,50000.0,250000.0
Viva Pinata,X360,2006,450000.0,960000.0,20000.0,200000.0
Pikmin,GC,2001,780000.0,250000.0,560000.0,40000.0
Sonic Generations,PS3,2011,600000.0,730000.0,20000.0,280000.0
Ape Escape,PS,1999,710000.0,480000.0,320000.0,110000.0
Just Cause 2,X360,2010,590000.0,850000.0,20000.0,170000.0
Tony Hawk's American Wasteland (Old all region sales),PS2,2005,800000.0,630000.0,10000.0,190000.0
Rage,X360,2011,820000.0,610000.0,30000.0,150000.0
Kirby Air Ride,GC,2003,1010000.0,110000.0,450000.0,40000.0
Pokemon Battle Revolution,Wii,2006,800000.0,380000.0,300000.0,130000.0
Gears of War: Judgment,X360,2013,920000.0,530000.0,30000.0,130000.0
Baseball,GB,1989,660000.0,270000.0,650000.0,30000.0
Super Mario Strikers,GC,2005,980000.0,380000.0,200000.0,40000.0
Far Cry 4,XOne,2014,790000.0,680000.0,10000.0,130000.0
Dance Dance Revolution: Hottest Party 2,Wii,2008,950000.0,480000.0,10000.0,150000.0
Far Cry 2,X360,2008,710000.0,690000.0,20000.0,180000.0
F-1 World Grand Prix,N64,1998,460000.0,960000.0,90000.0,80000.0
Silent Hill,PS,1999,710000.0,480000.0,300000.0,100000.0
No Man's Sky,PS4,2016,580000.0,740000.0,20000.0,260000.0
Sonic Heroes,GC,2003,1050000.0,440000.0,60000.0,40000.0
Soul Edge,PS,1996,610000.0,410000.0,460000.0,100000.0
Devil May Cry 4,PS3,2008,580000.0,460000.0,340000.0,210000.0
Pro Evolution Soccer 2008,PS3,2007,40000.0,1100000.0,320000.0,130000.0
SoulCalibur IV,X360,2008,920000.0,440000.0,70000.0,150000.0
Wolfenstein: The New Order,PS4,2014,470000.0,800000.0,30000.0,290000.0
Need for Speed: Most Wanted,X360,2012,620000.0,800000.0,10000.0,150000.0
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,880000.0,260000.0,340000.0,90000.0
Pro Evolution Soccer 2010,PS2,2009,100000.0,180000.0,120000.0,1160000.0
Mario Party 7,GC,2005,950000.0,110000.0,460000.0,40000.0
Pro Evolution Soccer 2013,PS3,2012,180000.0,640000.0,490000.0,250000.0
Donkey Kong Classics,NES,1988,590000.0,140000.0,810000.0,20000.0
Dark Souls III,PS4,2016,580000.0,440000.0,330000.0,210000.0
Final Fight,SNES,1990,670000.0,170000.0,690000.0,30000.0
Pokemon Pinball: Ruby & Sapphire,GBA,2003,680000.0,380000.0,440000.0,50000.0
LEGO Marvel Super Heroes,PS4,2013,590000.0,750000.0,10000.0,210000.0
Dishonored,PS3,2012,720000.0,540000.0,40000.0,250000.0
BioShock 2,PS3,2010,850000.0,470000.0,20000.0,220000.0
007: The World is not Enough,N64,2000,1130000.0,380000.0,20000.0,30000.0
Spider-Man 2: Enter: Electro,PS,2001,570000.0,870000.0,20000.0,90000.0
Ni no Kuni: Wrath of the White Witch,PS3,2011,600000.0,510000.0,210000.0,230000.0
Fire Emblem Fates,3DS,2015,710000.0,220000.0,520000.0,100000.0
Dark Cloud,PS2,2000,830000.0,440000.0,80000.0,190000.0
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,1400000.0,20000.0,20000.0,100000.0
MySims Kingdom,Wii,2008,710000.0,650000.0,10000.0,170000.0
Mario Golf: Toadstool Tour,GC,2003,1090000.0,150000.0,250000.0,40000.0
Donkey Kong Country: Tropical Freeze,WiiU,2014,730000.0,520000.0,150000.0,120000.0
Xevious,NES,1984,180000.0,60000.0,1270000.0,10000.0
Mafia II,PS3,2010,500000.0,720000.0,40000.0,260000.0
Call of Duty 3,PS3,2006,600000.0,630000.0,30000.0,260000.0
Super Monkey Ball 2,GC,2002,1110000.0,310000.0,60000.0,40000.0
Mega Man 2,NES,1988,930000.0,150000.0,420000.0,10000.0
SoulCalibur II,GC,2003,990000.0,320000.0,110000.0,80000.0
Resistance 3,PS3,2011,640000.0,580000.0,50000.0,230000.0
Tokyo Xtreme Racer Zero,PS2,2000,660000.0,520000.0,150000.0,170000.0
Pac-Man World,PS,1998,1210000.0,140000.0,100000.0,40000.0
Final Fantasy: Crystal Chronicles,GC,2003,720000.0,380000.0,360000.0,40000.0
Banjo-Tooie,N64,2000,820000.0,360000.0,250000.0,60000.0
007: Quantum of Solace,X360,2008,820000.0,520000.0,10000.0,140000.0
New Play Control! Mario Power Tennis,Wii,2009,370000.0,690000.0,280000.0,140000.0
Dirge of Cerberus: Final Fantasy VII,PS2,2006,470000.0,370000.0,520000.0,120000.0
Nintendo World Cup,NES,1990,280000.0,500000.0,650000.0,50000.0
WWF WrestleMania 2000,N64,1999,1200000.0,250000.0,20000.0,20000.0
Wario Land II,GB,1997,700000.0,350000.0,390000.0,40000.0
Mass Effect 2,PS3,2011,780000.0,470000.0,30000.0,200000.0
Assassin's Creed III: Liberation,PSV,2012,580000.0,550000.0,60000.0,280000.0
SoulCalibur IV,PS3,2008,720000.0,410000.0,140000.0,200000.0
Mario Golf,N64,1999,620000.0,180000.0,650000.0,20000.0
Fight Night Round 3,X360,2006,1330000.0,30000.0,10000.0,100000.0
Metal Gear Rising: Revengeance,PS3,2013,450000.0,400000.0,440000.0,180000.0
The House of the Dead 2 & 3 Return,Wii,2008,780000.0,500000.0,30000.0,150000.0
LittleBigPlanet PS Vita,PSV,2012,400000.0,720000.0,20000.0,330000.0
Xenogears,PS,1998,290000.0,190000.0,890000.0,100000.0
Battlefield: Bad Company,X360,2008,810000.0,460000.0,40000.0,150000.0
Homefront,X360,2011,830000.0,480000.0,20000.0,120000.0
Super Monkey Ball,GC,2001,950000.0,370000.0,100000.0,40000.0
Mario Superstar Baseball,GC,2005,930000.0,240000.0,250000.0,40000.0
Mass Effect 3,PS3,2012,630000.0,590000.0,30000.0,210000.0
Medal of Honor: Warfighter,PS3,2012,470000.0,650000.0,60000.0,280000.0
LEGO City Undercover,3DS,2013,510000.0,750000.0,70000.0,120000.0
Onimusha 3: Demon Siege,PS2,2004,370000.0,470000.0,540000.0,70000.0
BioShock,PS3,2008,750000.0,490000.0,10000.0,210000.0
Resident Evil: Outbreak,PS2,2003,540000.0,350000.0,460000.0,100000.0
Namco Museum 64,N64,1999,1240000.0,170000.0,30000.0,10000.0
Kirby Super Star,SNES,1996,260000.0,70000.0,1090000.0,20000.0
Far Cry 4,PS3,2014,330000.0,790000.0,80000.0,230000.0
Rayman Raving Rabbids,Wii,2006,1230000.0,70000.0,20000.0,110000.0
Need for Speed Rivals,PS3,2013,330000.0,740000.0,50000.0,310000.0
Disney's DuckTales,GB,1988,820000.0,230000.0,350000.0,30000.0
Dragon Quest VII: Warriors of Eden,3DS,2013,70000.0,40000.0,1300000.0,10000.0
UFC Undisputed 2010,PS3,2010,800000.0,410000.0,20000.0,190000.0
The Legend of Zelda: The Minish Cap,GBA,2004,890000.0,220000.0,220000.0,100000.0
Super Metroid,SNES,1994,570000.0,120000.0,710000.0,20000.0
Resident Evil (Remake),GC,2002,630000.0,380000.0,350000.0,50000.0
Tomb Raider (2013),PS4,2014,470000.0,640000.0,60000.0,250000.0
Ridge Racer,PSP,2004,360000.0,450000.0,320000.0,280000.0
Metroid: Other M,Wii,2010,870000.0,310000.0,130000.0,100000.0
Need For Speed: Undercover,PS2,2008,380000.0,80000.0,30000.0,930000.0
Far Cry 2,PS3,2008,430000.0,700000.0,10000.0,270000.0
Sonic Advance 3,GBA,2004,740000.0,520000.0,80000.0,60000.0
Colin McRae Rally 3,PS2,2002,30000.0,1050000.0,20000.0,300000.0
Doom (2016),PS4,2016,490000.0,660000.0,20000.0,220000.0
Deus Ex: Human Revolution,PS3,2011,500000.0,600000.0,70000.0,230000.0
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,1050000.0,170000.0,150000.0,20000.0
Dynasty Warriors 5,PS2,2005,240000.0,180000.0,910000.0,60000.0
Deus Ex: Human Revolution,X360,2011,760000.0,480000.0,20000.0,120000.0
Paper Mario,N64,2000,580000.0,180000.0,590000.0,20000.0
Bravely Default: Flying Fairy,3DS,2012,500000.0,320000.0,490000.0,70000.0
Titanfall,X360,2014,870000.0,380000.0,20000.0,110000.0
Persona 4: Golden,PSV,2012,460000.0,340000.0,380000.0,210000.0
Dead Rising 2,PS3,2010,430000.0,570000.0,150000.0,220000.0
Assassin's Creed: Rogue,PS3,2014,460000.0,620000.0,60000.0,230000.0
Ridge Racer 7,PS3,2006,240000.0,700000.0,160000.0,260000.0
Forza Horizon 2,XOne,2014,500000.0,780000.0,10000.0,90000.0
MotorStorm: Pacific Rift,PS3,2008,430000.0,670000.0,20000.0,260000.0
NBA 2K15,PS3,2014,860000.0,270000.0,20000.0,220000.0
Burnout Paradise,X360,2008,630000.0,580000.0,10000.0,150000.0
Gradius,NES,1986,270000.0,80000.0,1000000.0,10000.0
Yoshi's New Island,3DS,2014,470000.0,510000.0,280000.0,90000.0
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,810000.0,290000.0,110000.0,140000.0
F1 2010,PS3,2010,250000.0,760000.0,80000.0,270000.0
FIFA Soccer 09,PSP,2008,230000.0,730000.0,20000.0,370000.0
Alan Wake,X360,2010,660000.0,510000.0,50000.0,130000.0
Battlefield: Bad Company,PS3,2008,760000.0,360000.0,50000.0,180000.0
Samurai Warriors,PS2,2004,220000.0,50000.0,1060000.0,20000.0
Devil May Cry 4,X360,2008,790000.0,340000.0,80000.0,130000.0
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,660000.0,450000.0,40000.0,210000.0
Monster Hunter Freedom,PSP,2005,240000.0,40000.0,1030000.0,40000.0
Crysis 2,X360,2011,700000.0,500000.0,20000.0,120000.0
SaGa Frontier,PS,1997,150000.0,40000.0,1070000.0,90000.0
FIFA Soccer 08,X360,2007,310000.0,890000.0,10000.0,140000.0
The ICO & Shadow of the Colossus Collection,PS3,2011,670000.0,370000.0,130000.0,170000.0
Test Drive,PS2,2002,950000.0,210000.0,10000.0,180000.0
Lost Planet: Extreme Condition,X360,2006,1090000.0,40000.0,100000.0,110000.0
Donkey Kong Jungle Beat,GC,2004,840000.0,220000.0,240000.0,40000.0
Need for Speed Carbon,PS2,2006,1220000.0,50000.0,50000.0,10000.0
WWE SmackDown vs Raw 2008,PS3,2007,620000.0,500000.0,10000.0,210000.0
Rage,PS3,2011,470000.0,590000.0,60000.0,210000.0
NBA 2K14,PS4,2013,890000.0,310000.0,10000.0,120000.0
Spider-Man: The Movie,GBA,2002,920000.0,350000.0,10000.0,50000.0
Tony Hawk's Pro Skater,GB,2000,900000.0,380000.0,10000.0,50000.0
Metroid Prime 2: Echoes,GC,2004,870000.0,350000.0,70000.0,40000.0
Final Fantasy X / X-2 HD Remaster,PS3,2013,430000.0,400000.0,320000.0,180000.0
Middle-Earth: Shadow of Mordor,XOne,2014,720000.0,500000.0,10000.0,100000.0
Need for Speed Underground Rivals,PSP,2005,690000.0,380000.0,20000.0,240000.0
Dark Souls II,PS3,2014,400000.0,360000.0,400000.0,170000.0
Kingdom Hearts II,PS3,2014,520000.0,430000.0,180000.0,190000.0
TOCA 2: Touring Cars,PS,1998,30000.0,1160000.0,20000.0,110000.0
Gyromite,NES,1985,730000.0,160000.0,400000.0,30000.0
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,310000.0,40000.0,960000.0,10000.0
MAG: Massive Action Game,PS3,2010,770000.0,300000.0,90000.0,160000.0
Tekken 6,X360,2009,710000.0,420000.0,50000.0,130000.0
Gold's Gym: Cardio Workout,Wii,2008,1110000.0,40000.0,60000.0,90000.0
Crysis 2,PS3,2011,450000.0,570000.0,60000.0,210000.0
NBA Live 07,PS2,2006,1070000.0,40000.0,20000.0,170000.0
Saints Row IV,PS3,2013,560000.0,440000.0,90000.0,210000.0
Digimon World,PS,1999,560000.0,380000.0,280000.0,80000.0
Rise of the Tomb Raider,XOne,2015,530000.0,640000.0,20000.0,100000.0
Need for Speed Carbon,Wii,2006,460000.0,660000.0,20000.0,150000.0
Yoshi's Woolly World,WiiU,2015,610000.0,470000.0,110000.0,100000.0
Mega Man Battle Network 3 Blue / White Version,GBA,2002,390000.0,20000.0,850000.0,30000.0
Resident Evil Zero,GC,2002,540000.0,270000.0,450000.0,40000.0
Need for Speed: Most Wanted,X360,2005,1000000.0,170000.0,20000.0,100000.0
Valkyria Chronicles,PS3,2008,710000.0,200000.0,240000.0,130000.0
Watch Dogs,X360,2014,720000.0,450000.0,10000.0,110000.0
Metal Gear Solid V: Ground Zeroes,PS4,2014,450000.0,460000.0,170000.0,200000.0
Kid Icarus: Uprising,3DS,2012,480000.0,350000.0,360000.0,70000.0
Tomb Raider: Underworld,PS3,2008,450000.0,560000.0,50000.0,220000.0
Castlevania: Symphony of the Night,PS,1997,580000.0,400000.0,210000.0,80000.0
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,440000.0,300000.0,470000.0,60000.0
Hogan's Alley,NES,1984,680000.0,160000.0,410000.0,20000.0
.hack//Infection Part 1,PS2,2002,490000.0,380000.0,260000.0,130000.0
Sonic Adventure DX: Director's Cut,GC,2003,870000.0,300000.0,60000.0,30000.0
Battle Arena Toshinden,PS,1994,390000.0,260000.0,530000.0,80000.0
Devil Dice,PS,1998,50000.0,30000.0,1100000.0,80000.0
Hyrule Warriors,WiiU,2014,610000.0,420000.0,130000.0,100000.0
Need for Speed Carbon,PS3,2006,490000.0,520000.0,30000.0,210000.0
Brian Lara Cricket,PS,1998,20000.0,1130000.0,10000.0,100000.0
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,940000.0,170000.0,20000.0,130000.0
Tom Clancy's Rainbow Six: Vegas,PS3,2007,470000.0,530000.0,30000.0,220000.0
Reel Fishing,PS,1996,990000.0,130000.0,100000.0,40000.0
Injustice: Gods Among Us,PS3,2013,480000.0,530000.0,10000.0,230000.0
Pokemon XD: Gale of Darkness,GC,2005,710000.0,190000.0,310000.0,30000.0
Black,PS2,2006,1010000.0,40000.0,30000.0,160000.0
Ratchet: Deadlocked,PS2,2005,850000.0,30000.0,220000.0,140000.0
Tales of Xillia,PS3,2011,290000.0,190000.0,670000.0,90000.0
Assassin's Creed: Bloodlines,PSP,2009,430000.0,480000.0,50000.0,280000.0
Ridge Racer V,PS2,2000,240000.0,190000.0,750000.0,60000.0
Tetris 2 (All region sales),GB,1992,560000.0,220000.0,430000.0,30000.0
2010 FIFA World Cup South Africa,PS3,2010,300000.0,640000.0,70000.0,220000.0
Ninja Gaiden,XB,2004,920000.0,200000.0,70000.0,40000.0
Medal of Honor: Airborne,PS3,2007,250000.0,700000.0,30000.0,250000.0
Kirby Tilt 'n' Tumble,GB,2000,290000.0,170000.0,750000.0,20000.0
Castlevania,NES,1986,540000.0,60000.0,620000.0,10000.0
Donkey Kong Country 2,GBA,2004,790000.0,270000.0,120000.0,40000.0
Bayonetta,PS3,2009,440000.0,410000.0,210000.0,170000.0
"WarioWare, Inc.: Mega MicroGame$",GBA,2003,400000.0,110000.0,700000.0,20000.0
Star Wars: Battlefront II,PSP,2005,1050000.0,60000.0,10000.0,110000.0
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,420000.0,470000.0,150000.0,180000.0
Mario Power Tennis,GC,2004,580000.0,160000.0,460000.0,30000.0
Intelligent Qube,PS,1997,130000.0,70000.0,1000000.0,20000.0
Game & Watch Gallery 2,GB,1997,760000.0,300000.0,120000.0,40000.0
Game & Watch Gallery 3,GB,1999,790000.0,310000.0,80000.0,40000.0
Pac-Man,NES,1984,270000.0,80000.0,850000.0,20000.0
Parfait: Chocolat Second Style,PS2,2006,590000.0,460000.0,10000.0,150000.0
F1 2011,PS3,2011,120000.0,750000.0,110000.0,250000.0
Golden Sun: The Lost Age,GBA,2002,610000.0,270000.0,270000.0,70000.0
NBA 2K2,PS2,2002,590000.0,460000.0,10000.0,150000.0
Super Street Fighter IV: 3D Edition,3DS,2011,550000.0,440000.0,140000.0,90000.0
FIFA Soccer 11,PSP,2010,130000.0,700000.0,10000.0,370000.0
The Magical Quest starring Mickey Mouse,SNES,1992,660000.0,170000.0,350000.0,30000.0
Star Wars Episode 1: Jedi Power Battles,PS,1999,660000.0,480000.0,10000.0,60000.0
Dino Crisis 2,PS,2000,340000.0,490000.0,280000.0,100000.0
Need for Speed Underground,GC,2003,690000.0,480000.0,10000.0,30000.0
Pikmin 2,GC,2004,480000.0,130000.0,560000.0,30000.0
Battlefield: Hardline,XOne,2015,720000.0,370000.0,10000.0,110000.0
SolarStriker,GB,1989,400000.0,390000.0,360000.0,40000.0
Enter the Matrix,XB,2003,720000.0,430000.0,10000.0,40000.0
Pok?Park Wii: Pikachu's Adventure,Wii,2009,550000.0,170000.0,420000.0,60000.0
One Piece: Pirate Warriors,PS3,2012,10000.0,240000.0,860000.0,90000.0
Metal Gear Solid: Portable Ops,PSP,2006,380000.0,350000.0,380000.0,90000.0
Captain Toad: Treasure Tracker,WiiU,2014,560000.0,360000.0,190000.0,90000.0
Pro Evolution Soccer 2008,Wii,2008,90000.0,840000.0,110000.0,150000.0
Mario & Sonic at the London 2012 Olympic Games,3DS,2012,180000.0,640000.0,270000.0,100000.0
Kobe Bryant in NBA Courtside,N64,1998,1020000.0,130000.0,40000.0,10000.0
Disney's Chip 'n Dale: Rescue Rangers,NES,1990,680000.0,140000.0,350000.0,20000.0
Spider-Man: The Movie,GC,2002,860000.0,270000.0,10000.0,40000.0
Final Fantasy I & II: Dawn of Souls,GBA,2004,640000.0,240000.0,290000.0,20000.0
Pokemon Super Mystery Dungeon,3DS,2015,460000.0,310000.0,330000.0,80000.0
Resident Evil: Operation Raccoon City,PS3,2012,480000.0,250000.0,360000.0,100000.0
Shenmue,DC,1999,520000.0,240000.0,380000.0,40000.0
Mario Tennis,GB,2000,500000.0,180000.0,440000.0,60000.0
WWE '12,PS3,2011,530000.0,460000.0,20000.0,170000.0
WWE SmackDown vs. Raw 2010,PS3,2009,480000.0,490000.0,10000.0,200000.0
Sonic the Hedgehog,PS3,2006,410000.0,70000.0,40000.0,660000.0
Super Ghouls 'n Ghosts,SNES,1991,500000.0,140000.0,520000.0,20000.0
Army of Two,PS3,2008,740000.0,260000.0,20000.0,150000.0
Wario Land: Shake It!,Wii,2008,600000.0,310000.0,150000.0,110000.0
Medal of Honor: Warfighter,X360,2012,580000.0,470000.0,10000.0,100000.0
Ratchet & Clank (2016),PS4,2016,320000.0,640000.0,40000.0,180000.0
Mission: Impossible,N64,1997,740000.0,380000.0,20000.0,30000.0
Rage Racer,PS,1996,160000.0,110000.0,830000.0,80000.0
Mirror's Edge,X360,2008,510000.0,510000.0,10000.0,130000.0
Mario vs. Donkey Kong,GBA,2004,680000.0,250000.0,210000.0,20000.0
007: Quantum of Solace,PS3,2008,430000.0,520000.0,20000.0,200000.0
Need for Speed: Most Wanted,PSV,2012,380000.0,520000.0,10000.0,250000.0
Final Fantasy Tactics: The War of the Lions,PSP,2007,450000.0,250000.0,300000.0,160000.0
Bushido Blade,PS,1997,390000.0,270000.0,430000.0,80000.0
Jet Force Gemini,N64,1999,780000.0,280000.0,70000.0,20000.0
Mega Man X,SNES,1993,570000.0,80000.0,500000.0,10000.0
Sega Rally Championship,SAT,1995,210000.0,160000.0,770000.0,20000.0
Medal of Honor Heroes 2,PSP,2007,500000.0,390000.0,20000.0,250000.0
Rocksmith,PS3,2011,520000.0,380000.0,90000.0,170000.0
FIFA Soccer 10,PSP,2009,150000.0,680000.0,10000.0,320000.0
Ninja Gaiden Sigma,PS3,2007,570000.0,330000.0,90000.0,160000.0
Red Dead Redemption: Undead Nightmare,PS3,2010,440000.0,460000.0,60000.0,180000.0
Sonic and the Black Knight,Wii,2009,690000.0,350000.0,10000.0,110000.0
Qix,GB,1990,510000.0,200000.0,410000.0,30000.0
Ratchet & Clank: All 4 One,PS3,2011,750000.0,220000.0,50000.0,120000.0
Donkey Konga,GC,2003,500000.0,160000.0,460000.0,30000.0
Pokemon Rumble Blast,3DS,2011,470000.0,260000.0,350000.0,70000.0
Tenchu: Wrath of Heaven,PS2,2003,440000.0,340000.0,250000.0,110000.0
Shadow of the Colossus,PS2,2005,780000.0,30000.0,200000.0,130000.0
Brave Fencer Musashi,PS,1998,250000.0,170000.0,650000.0,70000.0
Hot Shots Golf: Out of Bounds,PS3,2007,310000.0,30000.0,760000.0,40000.0
Mirror's Edge,PS3,2008,310000.0,590000.0,20000.0,220000.0
Commando,NES,1986,710000.0,160000.0,250000.0,30000.0
Pilotwings,SNES,1990,460000.0,170000.0,480000.0,20000.0
Resident Evil - Code: Veronica,DC,2000,410000.0,230000.0,470000.0,30000.0
Super R.C. Pro-Am,GB,1991,580000.0,370000.0,150000.0,40000.0
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,120000.0,100000.0,880000.0,30000.0
Need for Speed Underground 2,GC,2004,700000.0,390000.0,10000.0,30000.0
ModNation Racers,PS3,2010,500000.0,410000.0,60000.0,160000.0
Fantasy Life,3DS,2012,330000.0,370000.0,370000.0,60000.0
Donkey Kong,NES,1983,230000.0,50000.0,840000.0,10000.0
Alien: Isolation,PS4,2014,340000.0,560000.0,40000.0,190000.0
Yakuza 3,PS3,2009,210000.0,210000.0,620000.0,80000.0
Dragon Age II,X360,2011,720000.0,300000.0,10000.0,90000.0
Pilotwings 64,N64,1996,560000.0,240000.0,300000.0,20000.0
Crackdown 2,X360,2010,630000.0,370000.0,20000.0,100000.0
Final Fantasy XIV: A Realm Reborn,PS3,2013,360000.0,330000.0,280000.0,150000.0
Castlevania: Lords of Shadow,PS3,2010,500000.0,370000.0,100000.0,160000.0
Rocksmith,X360,2011,840000.0,200000.0,10000.0,80000.0
Yoshi's Cookie,NES,1992,410000.0,60000.0,630000.0,20000.0
Mad Max (2015),PS4,2015,320000.0,580000.0,40000.0,170000.0
GRID,PS3,2008,310000.0,570000.0,30000.0,200000.0
Donkey Kong Jr.,NES,1983,330000.0,70000.0,700000.0,10000.0
Pikmin 3,WiiU,2013,450000.0,310000.0,290000.0,60000.0
Legend of Mana,PS,1999,180000.0,130000.0,730000.0,70000.0
Medal of Honor: Airborne,X360,2007,450000.0,530000.0,10000.0,120000.0
The Legend of Zelda: Tri Force Heroes,3DS,2015,520000.0,330000.0,170000.0,80000.0
WWE SmackDown vs. Raw 2011,PS3,2010,440000.0,460000.0,10000.0,180000.0
F-Zero X,N64,1998,450000.0,330000.0,290000.0,30000.0
Popeye,NES,1983,510000.0,120000.0,450000.0,20000.0
NBA Live 2001,PS2,2001,520000.0,400000.0,40000.0,130000.0
Tales of Symphonia,GC,2003,540000.0,210000.0,310000.0,40000.0
Untold Legends: Brotherhood of the Blade,PSP,2005,540000.0,330000.0,10000.0,220000.0
Star Ocean: The Second Story,PS,1998,260000.0,100000.0,720000.0,20000.0
Lightning Returns: Final Fantasy XIII,PS3,2013,310000.0,220000.0,450000.0,120000.0
Yakuza 2,PS2,2006,50000.0,40000.0,840000.0,160000.0
Skate 2,X360,2009,820000.0,170000.0,10000.0,90000.0
Virtua Fighter 5,PS3,2007,290000.0,520000.0,80000.0,200000.0
The Godfather,PS2,2006,890000.0,30000.0,10000.0,150000.0
Dante's Inferno,PS3,2010,640000.0,280000.0,40000.0,130000.0
Endless Ocean,Wii,2007,440000.0,470000.0,90000.0,90000.0
Prince of Persia,PS3,2008,470000.0,410000.0,30000.0,180000.0
Resident Evil: The Darkside Chronicles,Wii,2009,480000.0,320000.0,200000.0,90000.0
Grand Theft Auto: Chinatown Wars,PSP,2009,280000.0,500000.0,30000.0,280000.0
Tomb Raider: Underworld,X360,2008,530000.0,430000.0,10000.0,110000.0
DiRT 3,PS3,2011,270000.0,590000.0,10000.0,210000.0
LEGO City Undercover,WiiU,2013,470000.0,400000.0,130000.0,80000.0
Star Fox: Assault,GC,2005,680000.0,180000.0,190000.0,30000.0
Naruto: Ultimate Ninja Storm,PS3,2008,490000.0,350000.0,90000.0,160000.0
Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011,790000.0,180000.0,30000.0,70000.0
Red Dead Redemption: Undead Nightmare,X360,2010,570000.0,390000.0,20000.0,90000.0
Bully: Scholarship Edition,X360,2008,530000.0,400000.0,30000.0,110000.0
Virtua Fighter,SAT,1994,170000.0,120000.0,770000.0,20000.0
Pro Evolution Soccer 2008,X360,2007,80000.0,900000.0,40000.0,50000.0
SoulCalibur III,PS2,2005,740000.0,150000.0,130000.0,50000.0
F1 2012,PS3,2012,120000.0,640000.0,50000.0,250000.0
Ridge Racer Revolution,PS,1995,170000.0,120000.0,710000.0,70000.0
Darksiders,X360,2010,670000.0,290000.0,10000.0,100000.0
Sleeping Dogs,PS3,2012,310000.0,500000.0,50000.0,190000.0
Mercenaries 2: World in Flames,X360,2008,650000.0,300000.0,10000.0,100000.0
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,390000.0,410000.0,100000.0,160000.0
Virtua Tennis 3,PS3,2007,230000.0,590000.0,30000.0,220000.0
UFC Undisputed 3,PS3,2012,550000.0,340000.0,30000.0,130000.0
Dragon Ball: XenoVerse,PS4,2015,300000.0,480000.0,120000.0,150000.0
WWE SmackDown vs. Raw 2010,X360,2009,560000.0,380000.0,10000.0,110000.0
Monster Rancher 2,PS,1998,190000.0,130000.0,660000.0,70000.0
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,330000.0,370000.0,260000.0,90000.0
Tales of Destiny,PS,1997,90000.0,60000.0,830000.0,70000.0
Mega Man X4,PS,1996,450000.0,300000.0,220000.0,70000.0
Naruto: Clash of Ninja 2,GC,2003,440000.0,120000.0,450000.0,30000.0
Brink,X360,2011,590000.0,350000.0,10000.0,90000.0
F-Zero: Maximum Velocity,GBA,2001,390000.0,160000.0,370000.0,120000.0
Bomberman 64,N64,1997,500000.0,200000.0,310000.0,30000.0
Project CARS,PS4,2015,170000.0,690000.0,20000.0,150000.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,340000.0,480000.0,20000.0,190000.0
EA Sports UFC,PS4,2014,460000.0,400000.0,10000.0,170000.0
Sonic Unleashed,PS3,2008,560000.0,330000.0,10000.0,140000.0
Rayman Origins,PS3,2011,330000.0,510000.0,10000.0,180000.0
Street Fighter Alpha 3,PS,1998,380000.0,120000.0,510000.0,20000.0
Bulletstorm,X360,2011,610000.0,320000.0,10000.0,80000.0
FIFA Soccer 08,Wii,2007,320000.0,590000.0,10000.0,110000.0
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,870000.0,50000.0,20000.0,80000.0
ZombiU,WiiU,2012,530000.0,360000.0,50000.0,80000.0
Shrek 2,GC,2004,730000.0,260000.0,10000.0,30000.0
Tales of Graces f,PS3,2010,280000.0,210000.0,450000.0,80000.0
